,userid,business_id,categories,stars,Alcohol,park,GoodForKids,HasTV,OutdoorSeating,RestaurantsDelivery,attributes_RestaurantsPriceRange2,RestaurantsTakeOut
2411,mFwRTTDW0Yr-rFkTF2cFsw,XSiqtcVEsP6dLOL7ZA9OxA,Japanese,3.0,1,1,1,0,0,0,2,1
2170,mFwRTTDW0Yr-rFkTF2cFsw,fJvY-QjDY1ZWWArjx9rRIw,Japanese,4.0,1,1,0,0,0,0,2,1
1967,mFwRTTDW0Yr-rFkTF2cFsw,ttuEwktrkmh3TUlSFPZqAA,Vietnamese,5.0,0,0,1,0,0,0,1,1
1921,mFwRTTDW0Yr-rFkTF2cFsw,Qqu_MRaus17-4VVmzXq1_g,Chinese,4.0,1,1,1,1,0,0,3,1
2015,mFwRTTDW0Yr-rFkTF2cFsw,TI2G5IvWqNWIEEMZAo4iWw,Japanese,3.0,1,1,1,0,0,0,2,1
1636,mFwRTTDW0Yr-rFkTF2cFsw,N93EYZy9R0sdlEvubu94ig,Vietnamese,5.0,0,1,1,0,0,0,1,1
2479,mFwRTTDW0Yr-rFkTF2cFsw,8zyurJRIAEHh_I0Skhcp3w,Chinese,4.0,0,1,1,0,0,0,2,1
1761,mFwRTTDW0Yr-rFkTF2cFsw,-BbnAc9YEO6pjvJGEtFbVQ,Japanese,5.0,1,1,1,0,0,0,2,1
1776,mFwRTTDW0Yr-rFkTF2cFsw,f5O7v_X_jCg2itqacRfxhg,Japanese,4.0,1,1,1,0,0,0,2,0
1872,mFwRTTDW0Yr-rFkTF2cFsw,8iKrvvY-GqNrh2UOjor-Iw,Japanese,3.0,1,1,1,1,0,0,2,1
2281,mFwRTTDW0Yr-rFkTF2cFsw,SzTbr5cAfX9j8DFhIn7sDQ,Chinese,3.0,0,1,1,1,0,0,2,0
1788,mFwRTTDW0Yr-rFkTF2cFsw,6ZsiLiSWGK2pgw6t3LfzNQ,Chinese,3.0,1,1,1,1,0,0,2,1
2340,mFwRTTDW0Yr-rFkTF2cFsw,b41zjWT4pzcTgNY04eKAvg,Chinese,3.0,0,1,1,0,0,0,2,1
2469,mFwRTTDW0Yr-rFkTF2cFsw,5C58ejb2nmJojUFPlvJj2A,Japanese,3.0,1,1,1,0,1,0,2,1
2609,mFwRTTDW0Yr-rFkTF2cFsw,yZZaCLmVbsKqQAdjaszupA,Chinese,3.0,1,1,1,0,0,0,2,1
2628,mFwRTTDW0Yr-rFkTF2cFsw,iAxsnFs3qq0Qx1EJ1S9SoQ,Japanese,4.0,1,1,0,1,1,0,2,1
1618,mFwRTTDW0Yr-rFkTF2cFsw,2UFl9gLOQrSGY2sPu6U-kA,Chinese,3.0,1,1,1,0,0,0,2,0
2491,mFwRTTDW0Yr-rFkTF2cFsw,oZyaFqZYf0eqKRiP-aY81Q,Vietnamese,4.0,0,1,1,1,0,0,2,1
2192,mgytZAasaiBf-END4aZD9w,qiRyyRWt6jmAxcoVW0-WHA,Chinese,5.0,1,1,1,1,0,0,2,1
467,mgytZAasaiBf-END4aZD9w,jd2jM22n-2DaIqlqVitUbw,Thai,2.0,1,0,1,0,0,0,2,1
2671,nr35WjC-YI0dFcsnW33Szw,OllK5_S-7svgSwbUfx1xYA,Chinese,4.0,1,1,1,0,0,0,1,1
310,nr35WjC-YI0dFcsnW33Szw,BmSLyxm8b86dtzwuT7LqBA,Chinese,5.0,0,1,1,0,0,0,1,1
1636,nr35WjC-YI0dFcsnW33Szw,N93EYZy9R0sdlEvubu94ig,Vietnamese,5.0,0,1,1,0,0,0,1,1
2492,nr35WjC-YI0dFcsnW33Szw,O1TvPrgkK2bUo5O5aSZ7lw,Chinese,3.0,1,1,1,0,0,0,2,1
368,otbbgNWpBnUlclqUmOLeiQ,zgQHtqX0gqMw1nlBZl2VnQ,Chinese,3.0,1,1,0,0,0,0,2,1
1673,qd86UqcMSxvQAl1M7E3Kzw,X5ktZZOu3lcsb_XaJ-7NtA,Thai,3.0,1,1,1,0,1,0,2,1
629,qd86UqcMSxvQAl1M7E3Kzw,pofDmHoIsdvPcSKzb2iMag,Chinese,4.0,1,1,1,1,0,0,2,1
2390,s2udNFYCPe33ZxkR0jmCsg,HESQNQe96hb6heem0ji0xQ,Japanese,2.0,1,1,1,1,0,0,2,1
683,sL_5enJqdc1hBheeyc6TUA,f-ookZOX4pBNldaOHMkJ4A,Chinese,5.0,1,1,1,1,0,0,2,1
462,slfHYwBy6Wo6AyuTNt3S1w,zA6gnF5aPBGoOm6uIbKt-A,Japanese,3.0,1,1,0,0,0,0,3,1
1846,syvwUKQJ4OYfmL_ixVLMeQ,eI1ZHGOr2Pus842KrZD5ZQ,Chinese,5.0,1,1,1,0,0,0,2,1
1564,syvwUKQJ4OYfmL_ixVLMeQ,SbwUKzeMlSZs-mQt0lOGQw,Chinese,4.0,1,1,1,0,0,0,3,1
1244,syvwUKQJ4OYfmL_ixVLMeQ,oRgoOhwCex1X9j1iQ9ou3w,Chinese,5.0,1,1,1,0,0,0,2,1
1274,syvwUKQJ4OYfmL_ixVLMeQ,n72smZw1iVORdnjGfFT0FQ,Chinese,1.0,0,1,1,1,0,0,2,1
2332,syvwUKQJ4OYfmL_ixVLMeQ,KUqInLEY1y7SkyZyDoGn0Q,Chinese,5.0,1,0,1,0,0,0,2,1
1356,vLFIN-fQG-3ynxPTmhUJbw,QDTz18m_VuDVy_SVm5qBAA,Vietnamese,1.0,2,0,1,0,1,0,2,1
2842,vNqJm3mlYnqxFrLBi_NViQ,HKfW6AZ-lW7jwLJwNlcLLQ,Japanese,4.0,1,1,1,1,1,0,2,1
549,vNqJm3mlYnqxFrLBi_NViQ,wT1mRdUeZRNgMB81s3dJDw,Japanese,4.0,1,0,0,0,1,0,3,1
29,vNqJm3mlYnqxFrLBi_NViQ,c78Pat78fVUBFPXYeVvbaQ,Korean,3.0,1,1,0,0,0,0,2,0
2949,w-w-k-QXosIKQ8HQVwU6IQ,UCxymHKMFJ9JhUHuC2HzpA,Japanese,5.0,1,1,0,0,0,0,4,0
2945,xQmm-eW-8jiMWbEZQN44tA,RtUvSWO_UZ8V3Wpj0n077w,Japanese,5.0,1,1,0,0,1,0,2,1
329,yh8_9Ix1wp9dekvyOZbilQ,NPiVx-WKsuOEl1v0eWdxYg,Chinese,2.0,2,2,1,0,0,0,3,1
